source,target,label,mt_system,lang
All I say to people is you treat us the way we treat you.,Nǔ e un nɔ ɖɔ nú mɛ lɛ́ɛ kpowun ɔ́ wɛ nyí ɖɔ mi ní nɔ wa nǔ xá mǐ lě e mǐ nɔ wa nǔ xá mi gbɔn é.,2,nllb,fon
Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,Sin hwénu ɖé é mɔn ɖɔ azɔn H5N1 nin biɔ Croatie kpodo Danemark kpo é ɔ é ko do zogbéji ɖɔ nugbo azɔn nin ɔn ɖé ɖo to énin lɛ mɛn a.,0,human,fon
Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,Nǔ e è ɖi ɖɔ è ko mɔ azɔn H5N1 ɖò Croatie kpo Danemark kpo é kpo ɖò wuntun ǎ.,2,nllb,fon
Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,6,claude_style,fon
"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.","Toxóɖɔgbɛ e ɖo to ɔ́ tanu é bó nɔ nyí SWAPO, b ɔ tinmɛ tɔn nyi kplékplémɛ akɔta Aflika to ɔ́ sín afɔgókɔ ɖo hweyixɔ wají tɔn é, lɔ lɛ́ kpo do ɖɛ́mɛnu gěgě ɖó wɛ ɖo sɔ́mí-sɔ́mí ɖɛ́mɛnu lɛ́ɛ tɔn gudó.",0,human,fon
"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.","The ruling party, South West Africa People is Organisation (SWAPO), also retained a majority in the parliamentary elections.",5,gpt4_style,fon
"An up-bow usually generates a softer sound, while a down-bow is stronger and more assertive.",Nù e dɔn kpotin e nɔ ze jihan na sɔ yi aga ɔ gbe tɔn nɔ nyɔ se‚ bonu e ka dɔn wa dó ɔ enɔ syɛn bo nɔ ɖɔ nù .,0,human,fon
Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.,Sín whenénu yè hin Aɖekoya ɖo kponɔ xwé bo dɔ éhu vǐtɔn.,0,human,fon
Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.,"Adekoya ɖò Edinburgh Sheriff Court mɛ sín hwenɛ́nu, bɔ è dó hwɛ ɛ ɖɔ é hu vǐ tɔn.",2,nllb,fon
"Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.",Nû wu kpipke mɔ xwitixwiti tɔn ɔ xógbe ɖé wɛ bó hɛn ɖěɖee gegě bɛ́sín xwitixwiti dôdó ɔ jí káká yi tinmɛ tɔn ɖé biɔ ɖɔ gbetɔ́ sín fí nínɔ ɖò kɔnkpɔ ya sin xwitixwiti tɔn lɛ́ɛ kpoɖo nû wiwa tɔn lɛ́ɛ kpo.,0,human,fon
"Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.","É ɖò mɔ̌ có, è ɖó na hɛn ayixa mɛtɔn ɖó jlɛ̌ jí, bo na lɛ́ hɛn ayixa mɛtɔn ɖó jlɛ̌ jí, bɛ́sín nǔnywɛ xwitixwiti sín nǔ lɛ jí alǒ nǔnywɛ xwitixwiti sín nǔ e ɖò dandan é jí kaka jɛ linlin syɛnsyɛn ɖé jí ɖɔ linlin e ɖò dò é ɖé wɛ nɔ zɔ́n bɔ gbɛtɔ́ lɛ nɔ tuùn nǔ dó sɛ́n nǔnywɛ xwitixwiti tɔn lɛ kpo lee ye nɔ tɔ́n ɖò nǔnywɛ xwitixwiti linu gbɔn é kpo wu.",1,google,fon
They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,E wa ɖó dandanmɛ e na dó sù tàkwɛ nù acɛkpikpa Amɛlika tɔn bo na sù tɛnme ɖaxó ɖe nù akwɛ ɖe e zan kpódó alè e ɖó dandanmɛ e zan ɖó Filipinù tó ɔ sìn nyikɔ mɛ sɔ gbɔn akwɛ zìnkan e ylɔ ɖɔ Wall Street.,0,human,fon
They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,"È hɛn ɔ, ye na sú takwɛ nú acɛkpikpa États-Unis tɔn bo na dó ɖè akwɛzinzan lɛ sín akpáxwé ɖaxó ɖé sín akwɛzinzan lɛ mɛ, bo na lɛ́ sɔ́ akwɛ e è nɔ yí ɖò akwɛzinzan lɛ jí é dó acɛkpikpa Philippines tɔn sín nyikɔ mɛ gbɔn Wall Street sín akwɛzinzan sín xwé lɛ gblamɛ.",1,google,fon
They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,"Yě ɖó na sú takwɛ́ dó acɛkpikpa toxóɖɔgbɛ́ tɔn e ɖò USA lɛ́ɛ jí, bɔ é ná kpé nukún dó akwɛ́ e è zán lɛ́ɛ sín akpa gègě wu, bɔ akwɛ́ e è nɔ dó akwɛ́ dó acɛkpikpa Philippine tɔn sín nyǐkɔ mɛ gbɔn akwɛ́xwé Wall Street tɔn lɛ jí lɛ́ɛ sín akwɛ́ lɛ́ɛ sín akwɛ́ lɛ́ɛ jí.",2,nllb,fon
They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,7,gemini_style,fon
"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.","Afrique du sud to ɔ ɖu ɖo All Blacks (Nouvelle-Zélande) ji ɖo agbahwlɛ́nhwlɛ́n ayihun rugby à XV des Tri Nations tɛnmɛ é xo lo bɔlufɔxotɛ́n Royal Bafokeng lo Rustenburg, Afrique du Sud.",0,human,fon
"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.","Afrique du Sud ko ɖu ɖo All Blacks (New Zealland) ji ɖo rugby sin gbɛta mɛ ɖo Tri Nations sin ayihun mɛ ɖo Royal Bafokeng Stadium ɖo Rustenburg, Aflika Tofɔligbe.",1,google,fon
"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.","South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.",6,claude_style,fon
The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,Nǔwagɔnu Corps of Engineers États-Unis tɔn ɔ ɖò ɖuɖɔ wɛ ɖɔ jɔhɔn-nǔ baɖa-baɖa e nǔjlɛkpo vú 6 inches hɛn ná ɖó jɔhɔnnu gblegble lɛ́ bǐ te.,0,human,fon
The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,7,gemini_style,fon
"When you call someone who is thousands of miles away, you are using a satellite.","Hwe e nu e mi ylɔ mɛɖe b'ɛ ɖò aliga afatɔ́n jɛji do mi e ɔ, mi ko ɖ'atɛ zan wɛ.",0,human,fon
"When you call someone who is thousands of miles away, you are using a satellite.","Enyi a ylɔ mɛ e ɖó kilomɛtlu afatɔ́n mɔkpan dó zɔ é ɔ, sateliti ɖé wɛ a ɖò zinzan wɛ.",1,google,fon
"When you call someone who is thousands of miles away, you are using a satellite.","Hwenu e a nɔ ylɔ mɛ e ɖò kilomɛ́tlu mɔ̌kpán kɔn é ɔ, a nɔ zán sunví ɖé.",2,nllb,fon
"When you call someone who is thousands of miles away, you are using a satellite.","When you call someone who is thousands of miles away, you are using a satellite.",6,claude_style,fon
"""They are cooler than the surrounding surface in the day and warmer at night.","Kéze mɛ ɔ́, yě nɔ fá hú nǔ ɖěɖee lɛ́lɛ́ dó yě lɛ́ɛ é, bɔ zǎnmɛ ɔ́, yě ká nɔ́ hun myɔ hú yě.",0,human,fon
"""They are cooler than the surrounding surface in the day and warmer at night.","""É ɖò fífá hú fí e è ɖè é ɖò kéze hwenu, bɔ é ɖo myɔ wɛ ɖò zǎn mɛ.",2,nllb,fon
"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","Amɔ̌ é e yě j'ayǐ ɖo arceau to ɔ tɔn mɛ e ɔ́, Inde to ɔ do 36 bii bó j'ayǐ ɖo 7 arceaux mɛ do fó tours de batte lɛ.",0,human,fon
"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","É ɖò mɔ̌ có, hwenu e Indianu bú wikitɛ́ kapitán tɔn ɔ́, é bló wikitɛ́ 36 kɛ́ɖɛ́ bɔ é bú wikitɛ́ 7 dó wikitɛ́ ɔ́ wu.",2,nllb,fon
"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","But, after losing the captain is wicket India only made 36 runs loosing 7 wickets to end the innings.",5,gpt4_style,fon
"Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).","Atín lɛ́ nɔ́ ná jɔhɔn ɖagbe e gbɛtɔ́ nɔ́ gbɔ́n é, bó nɔ́ gbɔ́n jɔhɔn e gbɛtɔ́ nɔ́ tún é.",0,human,fon
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,E jla azɔ̌ ɖe Nyɔnuzángbe dó do ba nú nǔ ji b'ɛ ɖɔ xó dó xɛ̀ wuntùn vo ji ɖò Yovo Tɔgwede Galápagos tɔn lɛ ji.,0,human,fon
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,Nǔ e è gbéjé kpɔ́n ɖò xójlawema ɔ mɛ ɖò nyɔnuzangbe é ɖé ɖɔ ɖɔ è ɖó xɛ alɔkpa yɔyɔ̌ ɖé ayǐ ɖò Tɔtɛntinto Ecuadore tɔn lɛ jí.,1,google,fon
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,"È wlan nùkplɔnkplɔn ɖé ɖò wemaxɔmɛ Science tɔn mɛ ɖò azǎn atɔngɔ́ ɔ gbe, bɔ é ɖɔ xó dó xɛ alɔkpa yɔ̌yɔ́ ɖé jí ɖò Ekwatɔ́ɔ tɔn Galapagos Islands lɛ jí.",2,nllb,fon
For over a thousand years the Christian religion had bound European states together despite differences in language and customs. I,Xwè afatɔ́ɔn jɛji wɛ sinsɛn klísánwun lɛ́ɛ tɔn sɔ́ ɖòtè bó dó xò tò è ɖò yovo gbéjí é bǐ kplé ‚ má ɖè gbè ɖě alǒ hwɛndo ɖě dó vò nú ɖě.,0,human,fon
For over a thousand years the Christian religion had bound European states together despite differences in language and customs. I,For over a thousand years the Christian religion had bound European states together despite differences in language and customs. I,6,claude_style,fon
"For example, one might say that the motor car necessarily leads to the development of roads.","Ði kpɔ́ndéwú ɖé ɔ, mi hɛn mi naɖɔ mɔ̌to zɔn aligbo sín nûkɔn yíyí ɖó dandan mɛ.",0,human,fon
"For example, one might say that the motor car necessarily leads to the development of roads.","Ði kpɔ́ndéwú ɔ, mɛɖé sixu ɖɔ ɖɔ mɔ̌to ɔ na yì ali lɛ jí dandan.",1,google,fon
"For example, one might say that the motor car necessarily leads to the development of roads.","Kpɔ́ndéwú ɔ, è hɛn ɔ́, è na ɖɔ ɖɔ kɛkɛ́ví ɔ́ nɔ dɔn ali lɛ wá.",2,nllb,fon
"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Xɛfún lɛ́ sín tuto ɖe xlɛ́ ɖɔ̀ é kún nyí zunzɔ́n wu wɛ yɛ̌ ɖò finɛ ó, lo ɔ́ nǎ dǒ síxú sɔgbe do jɔhɔn ɖe jɔhɔn ɖe wu wú wɛ zɔ́n. Dobanunǔtɔ́ lɛ́ ɖɔ, nú é ná bó tɛɛ nyí Dinozɔ kpɛvi s'ansiké ɔ́, nunɔmɛ ɔ́ nɔ́ ɖe fúnɖúɖó ɖaxó tɔ́n xlɛ́.",0,human,fon
"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",Ðèñóíîê èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ èíòåðåñîâ.,2,nllb,fon
"Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Hanjitɔ́ Sanju Sharma bɛ nǔxúxo gbadanu nɛ ɔ́, bɔ Jai Shankar Choudhary bɔ do wǔ tɔn. É lɔ lɛ vɔ́ ji mɛɖe sɔ́ jó nú nǔ hǎn. Hanjitɔ́ Raju Khandelwal ɖo kpikplɛ́ dó wɛ.",0,human,fon
"Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Hansinɔ Sanju Sharma jɛ gbadanu ɔ, bɔ Jai Shankar Chudhary xwedo. é ɖò chhappan bhajan jí lɔmɔ̌. Hanjitɔ́, Raju Khandelwal ɖò kpɔ́ xá ɛ wɛ.",1,google,fon
"Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",5,gpt4_style,fon
"Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",6,claude_style,fon
"It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.","E hɛ̀n ɔ e na dɔn kan winni-wínní tɔn, bó tɔ lobo lɔ̀n. E hɛ̀n ɔ e na xò lobo lilɛ",0,human,fon
"It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.","È sixu dɔn ɛ dó kàn kpɛví kpɛví mɛ, bɔ è sixu tlɔ́ bo lɛ́ tɛ́ ɛ. È sixu xò è alǒ xò è kplé dó wema mɛ.",1,google,fon
"It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.","È hɛn ɔ, è na dɔn nǔ ɔ dó wuntun kpɛví ɖé mɛ, bɔ è hɛn ɔ, è na lɛ́ kɔ́n é, bo na lɛ́ kɔ́n é; è hɛn ɔ, è nǎ sɔ́ nǔ ɔ́ dó alɔ mɛ, abǐ è nǎ lɛ́ kɔ́n dó wema mɛ.",2,nllb,fon
"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.",Mɛ ǎtɔ́ n gɔ́ ɔ jíwè Wukà sɔ́ so dó bɔ so ɔ́ flɛ.Sinayídè sín akpa nɔ vè whe bǐnú. Evawun ɖo. Nukún ɖokpo xwé yèwa azɔ do tago ká tɔn wú.,0,human,fon
"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","Ahwanfunnú Uka tɔn gló hwenu e é xlɛ́ mɛ atɔ́ɔ́ngɔ́ ɖé é. Schneider ɖó wuvɛ̌, nukúntíntɔ́nnɔ ɖò nukún ɖokpo mɛ, akpáxwé ta tɔn e bú é kpo nukúnmɛ e è vɔ́ bló é kpo sín titanium mɛ.",1,google,fon
"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.",Nukún Uka tɔn gblé hwenu e é ɖo gbɛtɔ́ atɔ́ɔ́ngɔ́ ɔ́ sín ta xlɛ́ wɛ é.,2,nllb,fon
"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","Uka is weapon failed whilst pointed at a fifth man is head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and also a face rebuilt from titanium.",5,gpt4_style,fon
"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.",6,claude_style,fon
"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.",7,gemini_style,fon
Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.,Sùnvi hwezivɔ tɔn enɛ lɛ nyi tɔjɔtὲn sìn tɔ nù ayikùgban ɖe nɔ bló nùkwìn ɖe mi nɔ mɔ ɖó nùɖùɖù mɛ bɔ e nɔ gɔ alɔ nù mi ɖó gbɛzan mo rɔn mɛ.,0,human,fon
Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.,"Komɛti lɛ sixu nyí nǔ e nɔ hɛn sin wá ayikúngban ɔ jí é ɖé, bɔ nǔ e nɔ hɛn ɔ é nɔ hɛn ɔ é nɔ hɛn ɔ é nɔ hɛn ɔ é nɔ hɛn ɔ é nɔ hɛn ɔ é nɔ zán gbɛ.",2,nllb,fon
Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,Nuvɛnu vivɛ cyanuric pkodo melamine pkó wɛ émɔn ɖó kanlin ɖé kudo ɗo nugblégblé ɖuɖu hutu é.,0,human,fon
Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,È mɔ cyanuric acid kpo melamine kpo ɖò nùjlɛ́ e è wlan ɖò kanlin e è nɔ ɖu nùɖuɖu e è nɔ ɖu nú kanlin ɖevo lɛ é mɛ lɛ é mɛ.,2,nllb,fon
Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,7,gemini_style,fon
"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","Ninth Ward e sin gba hɛn yi nǔjlɛkpo afɔ 20 mɔ̌ do te gà ɖò jɔhɔn gɛnnyi-gɛnnyi Katrina tɔn lɛ hwenu e, kpo ɖò sìn mɛ din káká yi hǔgonú.",0,human,fon
"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.",6,claude_style,fon
"But regardless of his discovery, Eskimo tribes were already living there at the time.",Nú cì mɔn có ɔ‚ kúkan Eskimo tɔn lɛ ɖó finɛ hwe e nɛ nu.,0,human,fon
Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,Mitchell Gourley Australia tovi é wɛ nyin mɛ wo ɖokpo gɔ bo nɔnté ɖo Super-G sunnu lɛ tɔn. Oldrich Jelinek tchèque tovi é wɛ nyin mɛ afɔtɔn nukun ɖokpo gɔ bo nɔnté ɖo Super-G sunnu lɛ tɔn.,0,human,fon
Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,6,claude_style,fon
"Congress lacked any power to impose taxes, and, because there was no national executive or judiciary, it relied on state authorities, who were often uncooperative, to enforce all its acts.",Congress enɛ ɔ wa ɖó hlɔnhlɔn na sìn gan dó ɖó dandanmɛ e na sù tā kwɛ a‚ ee ma ɖó hlɔnhlɔn e nɛ ɔ‚ e sɔ e ɖe jó nù axɔsu tó ɔ tɔn lɛ bɔ kɔn ɖókpó ɔ mɛ nù ye na dó hɛn wa cicɛmɛ o sɛ̀n lɛ.,0,human,fon
"Congress lacked any power to impose taxes, and, because there was no national executive or judiciary, it relied on state authorities, who were often uncooperative, to enforce all its acts.","Congrès ɔ ɖó hlɔnhlɔn ɖebǔ bo na dó sú takwɛ ǎ, bɔ ɖó acɛkpikpa tò ɔ tɔn alǒ hwɛɖiɖɔ sín gǎn ɖé ɖò tò ɔ mɛ ǎ wutu ɔ, é ganjɛ acɛkpikpa tò ɔ tɔn lɛ wu, bɔ hwɛhwɛ ɔ, ye nɔ wà nǔ ɖó kpɔ́ ǎ, bo na dó bló bɔ nǔwiwa tɔn lɛ bǐ na nɔ ayǐ.",1,google,fon
"Congress lacked any power to impose taxes, and, because there was no national executive or judiciary, it relied on state authorities, who were often uncooperative, to enforce all its acts.","Konglɛ́sinu ɔ kún ɖó acɛ e na sú takwɛ́ ó ó, bɔ ɖó acɛkpikpa tɔn alǒ acɛkpikpa tɔn ɖé ɖò tò ɔ mɛ ǎ ɔ́, é nɔ ɖeji dó acɛkpikpa tɔn lɛ jí, bɔ hwɛhwɛ lɛ́ɛ nɔ wà azɔ̌ xá mɛ ǎ, bo nɔ bló nǔ e é nɔ wa lɛ bǐ.",2,nllb,fon
"Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.",Wayi ɔ‚ Hwankpɛxôɖiɖɔ ɖó nù kpataki gègè ɖe e tuùn gbɔn nǔwlantɔ́ lɛ dali ɖi Goethe‚ Fichte kpó Schhegel kpó.,0,human,fon
"Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.","Romantique ɖó nǔ ɖaxó ɖé ɖò aca lɛ mɛ, bɔ wema wlantɔ́ lɛ ɖi Goethe, Fichte, kpo Schlegel kpo nɔ ɖè sín wema wlantɔ́ lɛ gɔ́n.",1,google,fon
"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","É lɛ́ vɔ́ ɖɔ̀ ""e ni ma zǐn nǔ e hún gǎn yě e yě ji o. E ma zɔn nǔ e zɛ nukɔnyiyi kpó nǔwukpíkpé yětɔn wu e o"".",0,human,fon
"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","É lɛ́ lɛ́ ɖɔ ""nɔ̌ ɔ́, è kún ɖó na byɔ́ yě ɖɔ yě ní yí agban e nɔ hú gǎn tɛn e mɛ yě ɖò nukɔn yi wɛ é, azɔ̌ e è nɔ wa lɛ́ɛ kpo nǔ e è sixu wa lɛ́ɛ kpo ó"".",2,nllb,fon
The governor's office said nineteen of the injured were police officers.,Togan ɔ́ gbasá ɖɔ̀ kponɔ afɔtɔn-nukún-ɛnɛ wɛ ɖò mɛ e gble wǔ lɛ mɛ.,0,human,fon
The governor's office said nineteen of the injured were police officers.,The governor's office said nineteen of the injured were police officers.,7,gemini_style,fon
"Six hostages, including the children and elderly, were released early, as were the Filipino photographers.","Yɔkpɔ́vú lɛ, mɛxomɔ lɛ kpo fɔtóɖétɔ́ Phillipines nù .Yé mɛ ayizɛ́n è yé wli ɖó gbanu bo yawu jó nyite .",0,human,fon
"Six hostages, including the children and elderly, were released early, as were the Filipino photographers.","Mɛ ayizɛ́n e è hɛn dó gàn, bɔ mɛ winnyawinnya lɛ kpo yɔkpɔ́vú lɛ kpo ɖò mɛ lɛ́ɛ mɛ lɛ́ɛ, è ɖe yě nyi gankpá mɛ xlonɔ xlonɔ xlonɔ xlonɔ xlonɔ xlonɔ xlonɔ xlonɔ.",2,nllb,fon
"Six hostages, including the children and elderly, were released early, as were the Filipino photographers.","Six hostages, including the children and elderly, were released early, as were the Filipino photographers.",6,claude_style,fon
"City-states are the precursors of nations. A civilizational culture implies the passing on of knowledge across several generations, a lingering cultural footprint and fair dissemination.","Tóxó ɖaxó lɛ ɖó ayi jɛ nùkɔn nù akɔta lɛ. Hwendó sìn walɔ lɛ wa nɔ nyi mima nunywɛ tɔn gbɔn akɔta gĕgĕ dali, ɖe nyi hwendó wuntùn syɛnsyɛn ɖe kpó mima ɖagbè kpó.",0,human,fon
"City-states are the precursors of nations. A civilizational culture implies the passing on of knowledge across several generations, a lingering cultural footprint and fair dissemination.","Toxo-toxo lɛ wɛ nyí akɔta lɛ sín nukɔntɔ́. Toxo civilisational ɖé nɔ byɔ ɖɔ è nɔ zán nùwuntunwun gbɔn kúnkan gègě jí, è nɔ zán tuto biblu tɔn kpo gblamɛ.",2,nllb,fon
"On 15 August 1940, the Allies invaded southern France, the invasion was called ""Operation Dragoon"".","Ɖó azan 15 avivɔsùn ɖó 1940 ɔ‚ Akɔjɛtɔ lɛ wa gba tofɔligbe France tɔn; ahwan tɔnme ene ɔ e sùn nùkɔn ɖɔ "" Operation Dragoon"".",0,human,fon
"On 15 August 1940, the Allies invaded southern France, the invasion was called ""Operation Dragoon"".","Ðò azǎn 15gɔ́ ɔ Kɔnyásun 1940 tɔn gbè ɔ, Akɔjijɛtɔ́ lɛ tɔ́n ahwan France sín tofɔligbé, bɔ è ylɔ ahwan ɔ ɖɔ ""Operation Dragon"".",1,google,fon
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","Kɔ́mɛgán lɛ́ɛ ɖɔ nú mɛɖee nɔ́ nɔ mɔzɔ́watɛn ɔ́ sin xá ɔ́ mɛ lɛ́ɛ ɖɔ, yě ní nɔ xɔ yětɔn lɛ́ɛ sá, bó xo xɔmɛfámɔ yětɔn lɛ́ɛ cí, bó ma ka nu pɔ́npisin ó.",0,human,fon
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","Acɛkpikpa xá ɔ mɛ tɔn lɛ ɖò akpá gbà nú mɛ e nɔ nɔ azɔ̌xwé ɔ kpá lɛ é ɖɔ ye ni nɔ xɔ ɔ mɛ, bo cí jɔhɔn-kúnnuɖenú lɛ bo ma nu sìn e è nɔ bló ɖò tɔ̀ mɛ é ó.",1,google,fon
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",6,claude_style,fon
"He did not set a figure for the cuts, saying they will be made based on China's economic output.","É ɖɔ nabi ɖěbu nú nǔ ɖekpo lɛ́ ǎ, bó ɖɔ e na blo xwédó akwɛ́ núkɔn yiyi Chine tɔn.",0,human,fon
"He did not set a figure for the cuts, saying they will be made based on China's economic output.","He did not set a figure for the cuts, saying they will be made based on China's economic output.",7,gemini_style,fon
"Written on the back of the Declaration of Independence were the words ""Original Declaration of Independence dated 4th July 1776"". The text appears on the bottom of the document, upside down.","Xókwin ""Xóta Mɛɖesusínínɔ Dòdó ɔ ɖee ɖɔ ɖo azan 4 gɔ ɖó ayidosún tɔn ɖó xwe 1776 ɔ” nyi wlinwlăn ɖó gùdó nù Wĕma Mɛɖesusínínɔ tɔn. E lilɛ xóta ene ɔ bó wlăn ɖó dó nu wĕma ɔ.",0,human,fon
